row_id,dataset_id,city,country,tile_id,latitude,longitude,target_road_segments,target_intersection_nodes,highway_ways,major_road_ways,building_ways,poi_objects,park_objects,water_objects,landuse_residential,landuse_commercial,landuse_industrial,landuse_retail
satca_122::Urumqi::2616,satca_osm_truth_122,Urumqi,China,2616,43.807582,87.623044,62.0,0.0,7.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2617,satca_osm_truth_122,Urumqi,China,2617,43.807582,87.629287,101.0,2.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2618,satca_osm_truth_122,Urumqi,China,2618,43.807582,87.635531,85.0,1.0,15.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2619,satca_osm_truth_122,Urumqi,China,2619,43.807582,87.641775,97.0,2.0,11.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
satca_122::Urumqi::2620,satca_osm_truth_122,Urumqi,China,2620,43.812086,87.585582,159.0,2.0,26.0,9.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2621,satca_osm_truth_122,Urumqi,China,2621,43.812086,87.591825,249.0,2.0,28.0,7.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2622,satca_osm_truth_122,Urumqi,China,2622,43.812086,87.598069,690.0,1.0,34.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2623,satca_osm_truth_122,Urumqi,China,2623,43.812086,87.604313,164.0,6.0,22.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2624,satca_osm_truth_122,Urumqi,China,2624,43.812086,87.610556,260.0,6.0,33.0,15.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2625,satca_osm_truth_122,Urumqi,China,2625,43.812086,87.6168,99.0,1.0,12.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2626,satca_osm_truth_122,Urumqi,China,2626,43.812086,87.623044,58.0,0.0,9.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2627,satca_osm_truth_122,Urumqi,China,2627,43.812086,87.629287,221.0,4.0,23.0,8.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Urumqi::2628,satca_osm_truth_122,Urumqi,China,2628,43.812086,87.635531,68.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2629,satca_osm_truth_122,Urumqi,China,2629,43.812086,87.641775,111.0,0.0,13.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2630,satca_osm_truth_122,Urumqi,China,2630,43.816591,87.585582,255.0,6.0,36.0,12.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2631,satca_osm_truth_122,Urumqi,China,2631,43.816591,87.591825,61.0,0.0,7.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2632,satca_osm_truth_122,Urumqi,China,2632,43.816591,87.598069,441.0,0.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2633,satca_osm_truth_122,Urumqi,China,2633,43.816591,87.604313,115.0,1.0,19.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2634,satca_osm_truth_122,Urumqi,China,2634,43.816591,87.610556,263.0,5.0,44.0,6.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2635,satca_osm_truth_122,Urumqi,China,2635,43.816591,87.6168,194.0,1.0,21.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2636,satca_osm_truth_122,Urumqi,China,2636,43.816591,87.623044,179.0,2.0,21.0,6.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Urumqi::2637,satca_osm_truth_122,Urumqi,China,2637,43.816591,87.629287,177.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
satca_122::Urumqi::2638,satca_osm_truth_122,Urumqi,China,2638,43.816591,87.635531,125.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2639,satca_osm_truth_122,Urumqi,China,2639,43.816591,87.641775,117.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2640,satca_osm_truth_122,Urumqi,China,2640,43.821095,87.585582,112.0,1.0,13.0,3.0,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2641,satca_osm_truth_122,Urumqi,China,2641,43.821095,87.591825,52.0,2.0,12.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2642,satca_osm_truth_122,Urumqi,China,2642,43.821095,87.598069,433.0,0.0,21.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2643,satca_osm_truth_122,Urumqi,China,2643,43.821095,87.604313,97.0,2.0,13.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2644,satca_osm_truth_122,Urumqi,China,2644,43.821095,87.610556,324.0,0.0,27.0,3.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2645,satca_osm_truth_122,Urumqi,China,2645,43.821095,87.6168,477.0,2.0,57.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2646,satca_osm_truth_122,Urumqi,China,2646,43.821095,87.623044,160.0,1.0,25.0,3.0,8.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2647,satca_osm_truth_122,Urumqi,China,2647,43.821095,87.629287,119.0,2.0,22.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
satca_122::Urumqi::2648,satca_osm_truth_122,Urumqi,China,2648,43.821095,87.635531,56.0,1.0,14.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2649,satca_osm_truth_122,Urumqi,China,2649,43.821095,87.641775,41.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2650,satca_osm_truth_122,Urumqi,China,2650,43.8256,87.585582,226.0,1.0,24.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2651,satca_osm_truth_122,Urumqi,China,2651,43.8256,87.591825,200.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2652,satca_osm_truth_122,Urumqi,China,2652,43.8256,87.598069,620.0,2.0,45.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2653,satca_osm_truth_122,Urumqi,China,2653,43.8256,87.604313,209.0,3.0,20.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2654,satca_osm_truth_122,Urumqi,China,2654,43.8256,87.610556,189.0,4.0,28.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2655,satca_osm_truth_122,Urumqi,China,2655,43.8256,87.6168,182.0,5.0,24.0,5.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2656,satca_osm_truth_122,Urumqi,China,2656,43.8256,87.623044,193.0,5.0,30.0,7.0,47.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2657,satca_osm_truth_122,Urumqi,China,2657,43.8256,87.629287,219.0,1.0,27.0,5.0,13.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2658,satca_osm_truth_122,Urumqi,China,2658,43.8256,87.635531,168.0,1.0,16.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2659,satca_osm_truth_122,Urumqi,China,2659,43.8256,87.641775,80.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2660,satca_osm_truth_122,Urumqi,China,2660,43.830105,87.585582,63.0,1.0,14.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2661,satca_osm_truth_122,Urumqi,China,2661,43.830105,87.591825,75.0,1.0,10.0,2.0,22.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
satca_122::Urumqi::2662,satca_osm_truth_122,Urumqi,China,2662,43.830105,87.598069,528.0,1.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2663,satca_osm_truth_122,Urumqi,China,2663,43.830105,87.604313,115.0,2.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2664,satca_osm_truth_122,Urumqi,China,2664,43.830105,87.610556,112.0,4.0,22.0,4.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2665,satca_osm_truth_122,Urumqi,China,2665,43.830105,87.6168,37.0,2.0,8.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2666,satca_osm_truth_122,Urumqi,China,2666,43.830105,87.623044,80.0,2.0,18.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2667,satca_osm_truth_122,Urumqi,China,2667,43.830105,87.629287,163.0,2.0,24.0,3.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2668,satca_osm_truth_122,Urumqi,China,2668,43.830105,87.635531,544.0,4.0,39.0,13.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Urumqi::2669,satca_osm_truth_122,Urumqi,China,2669,43.830105,87.641775,281.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2670,satca_osm_truth_122,Urumqi,China,2670,43.834609,87.585582,55.0,0.0,8.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Urumqi::2671,satca_osm_truth_122,Urumqi,China,2671,43.834609,87.591825,180.0,5.0,29.0,12.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Urumqi::2672,satca_osm_truth_122,Urumqi,China,2672,43.834609,87.598069,564.0,2.0,42.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2673,satca_osm_truth_122,Urumqi,China,2673,43.834609,87.604313,95.0,1.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2674,satca_osm_truth_122,Urumqi,China,2674,43.834609,87.610556,203.0,3.0,16.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2675,satca_osm_truth_122,Urumqi,China,2675,43.834609,87.6168,116.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Urumqi::2676,satca_osm_truth_122,Urumqi,China,2676,43.834609,87.623044,118.0,1.0,10.0,3.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
satca_122::Urumqi::2677,satca_osm_truth_122,Urumqi,China,2677,43.834609,87.629287,133.0,1.0,18.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Urumqi::2678,satca_osm_truth_122,Urumqi,China,2678,43.834609,87.635531,254.0,2.0,20.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Urumqi::2679,satca_osm_truth_122,Urumqi,China,2679,43.834609,87.641775,272.0,1.0,16.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2680,satca_osm_truth_122,Urumqi,China,2680,43.839114,87.585582,56.0,1.0,7.0,2.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
satca_122::Urumqi::2681,satca_osm_truth_122,Urumqi,China,2681,43.839114,87.591825,178.0,4.0,30.0,11.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
satca_122::Urumqi::2682,satca_osm_truth_122,Urumqi,China,2682,43.839114,87.598069,490.0,4.0,22.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Urumqi::2683,satca_osm_truth_122,Urumqi,China,2683,43.839114,87.604313,131.0,1.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2684,satca_osm_truth_122,Urumqi,China,2684,43.839114,87.610556,85.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2685,satca_osm_truth_122,Urumqi,China,2685,43.839114,87.6168,101.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2686,satca_osm_truth_122,Urumqi,China,2686,43.839114,87.623044,51.0,0.0,7.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
satca_122::Urumqi::2687,satca_osm_truth_122,Urumqi,China,2687,43.839114,87.629287,133.0,4.0,22.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
satca_122::Urumqi::2688,satca_osm_truth_122,Urumqi,China,2688,43.839114,87.635531,116.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Urumqi::2689,satca_osm_truth_122,Urumqi,China,2689,43.839114,87.641775,216.0,2.0,11.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2690,satca_osm_truth_122,Urumqi,China,2690,43.843618,87.585582,77.0,0.0,10.0,6.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Urumqi::2691,satca_osm_truth_122,Urumqi,China,2691,43.843618,87.591825,205.0,5.0,29.0,12.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
satca_122::Urumqi::2692,satca_osm_truth_122,Urumqi,China,2692,43.843618,87.598069,357.0,0.0,20.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Urumqi::2693,satca_osm_truth_122,Urumqi,China,2693,43.843618,87.604313,159.0,1.0,15.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2694,satca_osm_truth_122,Urumqi,China,2694,43.843618,87.610556,64.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2695,satca_osm_truth_122,Urumqi,China,2695,43.843618,87.6168,43.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2696,satca_osm_truth_122,Urumqi,China,2696,43.843618,87.623044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2697,satca_osm_truth_122,Urumqi,China,2697,43.843618,87.629287,100.0,3.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Urumqi::2698,satca_osm_truth_122,Urumqi,China,2698,43.843618,87.635531,10.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Urumqi::2699,satca_osm_truth_122,Urumqi,China,2699,43.843618,87.641775,118.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Xi'an::2700,satca_osm_truth_122,Xi'an,China,2700,34.319077,108.912523,90.0,0.0,3.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
satca_122::Xi'an::2701,satca_osm_truth_122,Xi'an,China,2701,34.319077,108.917978,240.0,0.0,12.0,5.0,55.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0
satca_122::Xi'an::2702,satca_osm_truth_122,Xi'an,China,2702,34.319077,108.923434,267.0,0.0,17.0,4.0,69.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
satca_122::Xi'an::2703,satca_osm_truth_122,Xi'an,China,2703,34.319077,108.928889,62.0,0.0,5.0,2.0,64.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
satca_122::Xi'an::2704,satca_osm_truth_122,Xi'an,China,2704,34.319077,108.934345,162.0,2.0,10.0,9.0,64.0,4.0,0.0,0.0,5.0,2.0,1.0,0.0
satca_122::Xi'an::2705,satca_osm_truth_122,Xi'an,China,2705,34.319077,108.9398,126.0,0.0,9.0,3.0,115.0,14.0,0.0,0.0,8.0,1.0,1.0,0.0
satca_122::Xi'an::2706,satca_osm_truth_122,Xi'an,China,2706,34.319077,108.945255,221.0,1.0,13.0,5.0,135.0,6.0,0.0,0.0,12.0,3.0,0.0,1.0
satca_122::Xi'an::2707,satca_osm_truth_122,Xi'an,China,2707,34.319077,108.950711,128.0,0.0,8.0,4.0,109.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
satca_122::Xi'an::2708,satca_osm_truth_122,Xi'an,China,2708,34.319077,108.956166,201.0,0.0,11.0,5.0,86.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
satca_122::Xi'an::2709,satca_osm_truth_122,Xi'an,China,2709,34.319077,108.961622,234.0,0.0,10.0,5.0,89.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Xi'an::2710,satca_osm_truth_122,Xi'an,China,2710,34.323582,108.912523,140.0,2.0,21.0,0.0,40.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
satca_122::Xi'an::2711,satca_osm_truth_122,Xi'an,China,2711,34.323582,108.917978,240.0,2.0,21.0,4.0,65.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
satca_122::Xi'an::2712,satca_osm_truth_122,Xi'an,China,2712,34.323582,108.923434,184.0,0.0,6.0,4.0,65.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
satca_122::Xi'an::2713,satca_osm_truth_122,Xi'an,China,2713,34.323582,108.928889,157.0,2.0,16.0,3.0,66.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Xi'an::2714,satca_osm_truth_122,Xi'an,China,2714,34.323582,108.934345,168.0,1.0,16.0,5.0,65.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
satca_122::Xi'an::2715,satca_osm_truth_122,Xi'an,China,2715,34.323582,108.9398,68.0,0.0,3.0,2.0,98.0,3.0,0.0,0.0,11.0,3.0,0.0,0.0
satca_122::Xi'an::2716,satca_osm_truth_122,Xi'an,China,2716,34.323582,108.945255,97.0,1.0,8.0,3.0,76.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
satca_122::Xi'an::2717,satca_osm_truth_122,Xi'an,China,2717,34.323582,108.950711,85.0,1.0,7.0,4.0,103.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
satca_122::Xi'an::2718,satca_osm_truth_122,Xi'an,China,2718,34.323582,108.956166,104.0,0.0,8.0,6.0,72.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
satca_122::Xi'an::2719,satca_osm_truth_122,Xi'an,China,2719,34.323582,108.961622,116.0,0.0,7.0,6.0,64.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
satca_122::Xi'an::2720,satca_osm_truth_122,Xi'an,China,2720,34.328086,108.912523,127.0,0.0,11.0,7.0,25.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
satca_122::Xi'an::2721,satca_osm_truth_122,Xi'an,China,2721,34.328086,108.917978,273.0,2.0,16.0,7.0,29.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0
satca_122::Xi'an::2722,satca_osm_truth_122,Xi'an,China,2722,34.328086,108.923434,181.0,0.0,5.0,5.0,78.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
satca_122::Xi'an::2723,satca_osm_truth_122,Xi'an,China,2723,34.328086,108.928889,36.0,0.0,2.0,2.0,72.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0
satca_122::Xi'an::2724,satca_osm_truth_122,Xi'an,China,2724,34.328086,108.934345,137.0,2.0,8.0,8.0,59.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0
satca_122::Xi'an::2725,satca_osm_truth_122,Xi'an,China,2725,34.328086,108.9398,119.0,2.0,8.0,5.0,82.0,7.0,0.0,0.0,8.0,1.0,0.0,1.0
satca_122::Xi'an::2726,satca_osm_truth_122,Xi'an,China,2726,34.328086,108.945255,125.0,1.0,10.0,4.0,72.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0
satca_122::Xi'an::2727,satca_osm_truth_122,Xi'an,China,2727,34.328086,108.950711,142.0,1.0,11.0,4.0,95.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0
satca_122::Xi'an::2728,satca_osm_truth_122,Xi'an,China,2728,34.328086,108.956166,147.0,0.0,7.0,5.0,85.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
satca_122::Xi'an::2729,satca_osm_truth_122,Xi'an,China,2729,34.328086,108.961622,157.0,1.0,7.0,6.0,89.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
satca_122::Xi'an::2730,satca_osm_truth_122,Xi'an,China,2730,34.332591,108.912523,11.0,0.0,4.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
satca_122::Xi'an::2731,satca_osm_truth_122,Xi'an,China,2731,34.332591,108.917978,286.0,3.0,22.0,6.0,30.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
satca_122::Xi'an::2732,satca_osm_truth_122,Xi'an,China,2732,34.332591,108.923434,259.0,0.0,8.0,6.0,52.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
satca_122::Xi'an::2733,satca_osm_truth_122,Xi'an,China,2733,34.332591,108.928889,97.0,0.0,5.0,2.0,73.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
satca_122::Xi'an::2734,satca_osm_truth_122,Xi'an,China,2734,34.332591,108.934345,193.0,0.0,14.0,4.0,36.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0
satca_122::Xi'an::2735,satca_osm_truth_122,Xi'an,China,2735,34.332591,108.9398,154.0,0.0,11.0,4.0,37.0,12.0,0.0,0.0,3.0,0.0,0.0,1.0
satca_122::Xi'an::2736,satca_osm_truth_122,Xi'an,China,2736,34.332591,108.945255,123.0,0.0,7.0,4.0,79.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0
satca_122::Xi'an::2737,satca_osm_truth_122,Xi'an,China,2737,34.332591,108.950711,176.0,0.0,8.0,5.0,79.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0
satca_122::Xi'an::2738,satca_osm_truth_122,Xi'an,China,2738,34.332591,108.956166,196.0,3.0,10.0,9.0,82.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
satca_122::Xi'an::2739,satca_osm_truth_122,Xi'an,China,2739,34.332591,108.961622,179.0,0.0,6.0,5.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Xi'an::2740,satca_osm_truth_122,Xi'an,China,2740,34.337095,108.912523,104.0,1.0,14.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Xi'an::2741,satca_osm_truth_122,Xi'an,China,2741,34.337095,108.917978,211.0,3.0,18.0,7.0,65.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
satca_122::Xi'an::2742,satca_osm_truth_122,Xi'an,China,2742,34.337095,108.923434,191.0,1.0,5.0,5.0,48.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
satca_122::Xi'an::2743,satca_osm_truth_122,Xi'an,China,2743,34.337095,108.928889,56.0,1.0,5.0,4.0,54.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0
satca_122::Xi'an::2744,satca_osm_truth_122,Xi'an,China,2744,34.337095,108.934345,122.0,2.0,10.0,8.0,69.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
satca_122::Xi'an::2745,satca_osm_truth_122,Xi'an,China,2745,34.337095,108.9398,127.0,1.0,8.0,7.0,80.0,2.0,0.0,0.0,7.0,2.0,0.0,1.0
satca_122::Xi'an::2746,satca_osm_truth_122,Xi'an,China,2746,34.337095,108.945255,99.0,1.0,5.0,5.0,59.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0
satca_122::Xi'an::2747,satca_osm_truth_122,Xi'an,China,2747,34.337095,108.950711,158.0,1.0,7.0,7.0,50.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0
satca_122::Xi'an::2748,satca_osm_truth_122,Xi'an,China,2748,34.337095,108.956166,133.0,2.0,10.0,9.0,91.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
satca_122::Xi'an::2749,satca_osm_truth_122,Xi'an,China,2749,34.337095,108.961622,89.0,0.0,5.0,4.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Xi'an::2750,satca_osm_truth_122,Xi'an,China,2750,34.3416,108.912523,225.0,2.0,32.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Xi'an::2751,satca_osm_truth_122,Xi'an,China,2751,34.3416,108.917978,231.0,0.0,15.0,4.0,49.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
satca_122::Xi'an::2752,satca_osm_truth_122,Xi'an,China,2752,34.3416,108.923434,252.0,0.0,9.0,4.0,38.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0
satca_122::Xi'an::2753,satca_osm_truth_122,Xi'an,China,2753,34.3416,108.928889,51.0,0.0,3.0,1.0,55.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Xi'an::2754,satca_osm_truth_122,Xi'an,China,2754,34.3416,108.934345,138.0,1.0,6.0,5.0,45.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Xi'an::2755,satca_osm_truth_122,Xi'an,China,2755,34.3416,108.9398,171.0,0.0,10.0,6.0,36.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0
satca_122::Xi'an::2756,satca_osm_truth_122,Xi'an,China,2756,34.3416,108.945255,80.0,1.0,9.0,9.0,70.0,19.0,0.0,0.0,2.0,1.0,0.0,0.0
satca_122::Xi'an::2757,satca_osm_truth_122,Xi'an,China,2757,34.3416,108.950711,118.0,1.0,11.0,7.0,60.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
satca_122::Xi'an::2758,satca_osm_truth_122,Xi'an,China,2758,34.3416,108.956166,117.0,2.0,17.0,7.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Xi'an::2759,satca_osm_truth_122,Xi'an,China,2759,34.3416,108.961622,151.0,3.0,13.0,11.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Xi'an::2760,satca_osm_truth_122,Xi'an,China,2760,34.346105,108.912523,288.0,3.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Xi'an::2761,satca_osm_truth_122,Xi'an,China,2761,34.346105,108.917978,138.0,0.0,6.0,3.0,52.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
satca_122::Xi'an::2762,satca_osm_truth_122,Xi'an,China,2762,34.346105,108.923434,194.0,0.0,8.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
