city,country,tile_id,tile_row,tile_col,center_lat,center_lon,south,west,north,east,dist_from_center_km,tile_size_m,tile_protocol_source,legacy_image_path,legacy_city,legacy_tile_name,legacy_zoom,legacy_tile_x,legacy_tile_y
Shenyang,China,2236,3,6,41.796691,123.438843,41.794439,123.435822,41.798943,123.441864,1.204,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2237,3,7,41.796691,123.444886,41.794439,123.441865,41.798943,123.447907,1.673,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2238,3,8,41.796691,123.450929,41.794439,123.447908,41.798943,123.45395,2.247,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2239,3,9,41.796691,123.456972,41.794439,123.453951,41.798943,123.459993,2.863,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2240,4,0,41.801195,123.402585,41.798943,123.399564,41.803448,123.405606,3.391,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2241,4,1,41.801195,123.408628,41.798943,123.405607,41.803448,123.411649,2.729,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2242,4,2,41.801195,123.414671,41.798943,123.41165,41.803448,123.417692,2.074,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2243,4,3,41.801195,123.420714,41.798943,123.417693,41.803448,123.423735,1.432,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2244,4,4,41.801195,123.426757,41.798943,123.423736,41.803448,123.429778,0.837,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2245,4,5,41.801195,123.4328,41.798943,123.429779,41.803448,123.435821,0.5,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2246,4,6,41.801195,123.438843,41.798943,123.435822,41.803448,123.441864,0.837,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2247,4,7,41.801195,123.444886,41.798943,123.441865,41.803448,123.447907,1.432,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2248,4,8,41.801195,123.450929,41.798943,123.447908,41.803448,123.45395,2.074,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2249,4,9,41.801195,123.456972,41.798943,123.453951,41.803448,123.459993,2.729,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2250,5,0,41.8057,123.402585,41.803448,123.399564,41.807952,123.405607,3.354,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2251,5,1,41.8057,123.408628,41.803448,123.405607,41.807952,123.41165,2.683,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2252,5,2,41.8057,123.414671,41.803448,123.41165,41.807952,123.417693,2.012,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2253,5,3,41.8057,123.420714,41.803448,123.417693,41.807952,123.423736,1.342,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2254,5,4,41.8057,123.426757,41.803448,123.423736,41.807952,123.429779,0.671,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2255,5,5,41.8057,123.4328,41.803448,123.429779,41.807952,123.435821,0.0,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2256,5,6,41.8057,123.438843,41.803448,123.435821,41.807952,123.441864,0.671,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2257,5,7,41.8057,123.444886,41.803448,123.441864,41.807952,123.447907,1.342,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2258,5,8,41.8057,123.450929,41.803448,123.447907,41.807952,123.45395,2.012,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2259,5,9,41.8057,123.456972,41.803448,123.45395,41.807952,123.459993,2.683,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2260,6,0,41.810205,123.402585,41.807952,123.399563,41.812457,123.405607,3.391,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2261,6,1,41.810205,123.408628,41.807952,123.405606,41.812457,123.41165,2.729,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2262,6,2,41.810205,123.414671,41.807952,123.411649,41.812457,123.417693,2.074,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2263,6,3,41.810205,123.420714,41.807952,123.417692,41.812457,123.423736,1.432,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2264,6,4,41.810205,123.426757,41.807952,123.423735,41.812457,123.429779,0.837,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2265,6,5,41.810205,123.4328,41.807952,123.429778,41.812457,123.435822,0.5,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2266,6,6,41.810205,123.438843,41.807952,123.435821,41.812457,123.441865,0.837,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2267,6,7,41.810205,123.444886,41.807952,123.441864,41.812457,123.447908,1.432,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2268,6,8,41.810205,123.450929,41.807952,123.447907,41.812457,123.453951,2.074,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2269,6,9,41.810205,123.456972,41.807952,123.45395,41.812457,123.459994,2.729,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2270,7,0,41.814709,123.402585,41.812457,123.399563,41.816961,123.405607,3.5,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2271,7,1,41.814709,123.408628,41.812457,123.405606,41.816961,123.41165,2.863,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2272,7,2,41.814709,123.414671,41.812457,123.411649,41.816961,123.417693,2.247,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2273,7,3,41.814709,123.420714,41.812457,123.417692,41.816961,123.423736,1.673,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2274,7,4,41.814709,123.426757,41.812457,123.423735,41.816961,123.429779,1.204,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2275,7,5,41.814709,123.4328,41.812457,123.429778,41.816961,123.435822,1.0,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2276,7,6,41.814709,123.438843,41.812457,123.435821,41.816961,123.441865,1.204,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2277,7,7,41.814709,123.444886,41.812457,123.441864,41.816961,123.447908,1.673,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2278,7,8,41.814709,123.450929,41.812457,123.447907,41.816961,123.453951,2.247,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2279,7,9,41.814709,123.456972,41.812457,123.45395,41.816961,123.459994,2.863,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2280,8,0,41.819214,123.402585,41.816961,123.399563,41.821466,123.405607,3.674,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2281,8,1,41.819214,123.408628,41.816961,123.405606,41.821466,123.41165,3.074,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2282,8,2,41.819214,123.414671,41.816961,123.411649,41.821466,123.417693,2.51,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2283,8,3,41.819214,123.420714,41.816961,123.417692,41.821466,123.423736,2.012,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2284,8,4,41.819214,123.426757,41.816961,123.423735,41.821466,123.429779,1.643,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2285,8,5,41.819214,123.4328,41.816961,123.429778,41.821466,123.435822,1.5,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2286,8,6,41.819214,123.438843,41.816961,123.435821,41.821466,123.441865,1.643,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2287,8,7,41.819214,123.444886,41.816961,123.441864,41.821466,123.447908,2.012,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2288,8,8,41.819214,123.450929,41.816961,123.447907,41.821466,123.453951,2.51,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2289,8,9,41.819214,123.456972,41.816961,123.45395,41.821466,123.459994,3.074,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2290,9,0,41.823718,123.402585,41.821466,123.399563,41.82597,123.405607,3.905,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2291,9,1,41.823718,123.408628,41.821466,123.405606,41.82597,123.41165,3.346,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2292,9,2,41.823718,123.414671,41.821466,123.411649,41.82597,123.417693,2.837,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2293,9,3,41.823718,123.420714,41.821466,123.417692,41.82597,123.423736,2.408,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2294,9,4,41.823718,123.426757,41.821466,123.423735,41.82597,123.429779,2.109,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2295,9,5,41.823718,123.4328,41.821466,123.429778,41.82597,123.435822,2.0,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2296,9,6,41.823718,123.438843,41.821466,123.435821,41.82597,123.441865,2.109,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2297,9,7,41.823718,123.444886,41.821466,123.441864,41.82597,123.447908,2.408,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2298,9,8,41.823718,123.450929,41.821466,123.447907,41.82597,123.453951,2.837,500.0,active96,not_released,Shenyang,,,,
Shenyang,China,2299,9,9,41.823718,123.456972,41.821466,123.45395,41.82597,123.459994,3.346,500.0,active96,not_released,Shenyang,,,,
Shijiazhuang,China,2300,0,0,38.020277,114.486302,38.018025,114.483443,38.02253,114.489161,4.041,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2301,0,1,38.020277,114.492021,38.018025,114.489163,38.02253,114.49488,3.564,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2302,0,2,38.020277,114.497741,38.018025,114.494882,38.02253,114.5006,3.143,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2303,0,3,38.020277,114.503461,38.018025,114.500602,38.02253,114.50632,2.804,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2304,0,4,38.020277,114.50918,38.018025,114.506321,38.02253,114.512039,2.579,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2305,0,5,38.020277,114.5149,38.018025,114.512041,38.02253,114.517759,2.5,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2306,0,6,38.020277,114.52062,38.018025,114.517761,38.02253,114.523479,2.579,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2307,0,7,38.020277,114.526339,38.018025,114.52348,38.02253,114.529198,2.804,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2308,0,8,38.020277,114.532059,38.018025,114.5292,38.02253,114.534918,3.143,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2309,0,9,38.020277,114.537779,38.018025,114.53492,38.02253,114.540637,3.564,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2310,1,0,38.024782,114.486302,38.02253,114.483443,38.027034,114.489161,3.752,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2311,1,1,38.024782,114.492021,38.02253,114.489162,38.027034,114.494881,3.233,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2312,1,2,38.024782,114.497741,38.02253,114.494882,38.027034,114.5006,2.762,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2313,1,3,38.024782,114.503461,38.02253,114.500602,38.027034,114.50632,2.369,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2314,1,4,38.024782,114.50918,38.02253,114.506321,38.027034,114.512039,2.098,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2315,1,5,38.024782,114.5149,38.02253,114.512041,38.027034,114.517759,2.0,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2316,1,6,38.024782,114.52062,38.02253,114.517761,38.027034,114.523479,2.098,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2317,1,7,38.024782,114.526339,38.02253,114.52348,38.027034,114.529198,2.369,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2318,1,8,38.024782,114.532059,38.02253,114.5292,38.027034,114.534918,2.762,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2319,1,9,38.024782,114.537779,38.02253,114.534919,38.027034,114.540638,3.233,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2320,2,0,38.029286,114.486302,38.027034,114.483443,38.031539,114.489161,3.511,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2321,2,1,38.029286,114.492021,38.027034,114.489162,38.031539,114.494881,2.949,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2322,2,2,38.029286,114.497741,38.027034,114.494882,38.031539,114.5006,2.424,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2323,2,3,38.029286,114.503461,38.027034,114.500601,38.031539,114.50632,1.965,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2324,2,4,38.029286,114.50918,38.027034,114.506321,38.031539,114.51204,1.629,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2325,2,5,38.029286,114.5149,38.027034,114.512041,38.031539,114.517759,1.5,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2326,2,6,38.029286,114.52062,38.027034,114.51776,38.031539,114.523479,1.629,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2327,2,7,38.029286,114.526339,38.027034,114.52348,38.031539,114.529199,1.965,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2328,2,8,38.029286,114.532059,38.027034,114.5292,38.031539,114.534918,2.424,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2329,2,9,38.029286,114.537779,38.027034,114.534919,38.031539,114.540638,2.949,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2330,3,0,38.033791,114.486302,38.031539,114.483442,38.036043,114.489161,3.328,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2331,3,1,38.033791,114.492021,38.031539,114.489162,38.036043,114.494881,2.729,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2332,3,2,38.033791,114.497741,38.031539,114.494882,38.036043,114.500601,2.151,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2333,3,3,38.033791,114.503461,38.031539,114.500601,38.036043,114.50632,1.616,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2334,3,4,38.033791,114.50918,38.031539,114.506321,38.036043,114.51204,1.185,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2335,3,5,38.033791,114.5149,38.031539,114.512041,38.036043,114.517759,1.0,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2336,3,6,38.033791,114.52062,38.031539,114.51776,38.036043,114.523479,1.185,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2337,3,7,38.033791,114.526339,38.031539,114.52348,38.036043,114.529199,1.616,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2338,3,8,38.033791,114.532059,38.031539,114.529199,38.036043,114.534918,2.151,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2339,3,9,38.033791,114.537779,38.031539,114.534919,38.036043,114.540638,2.729,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2340,4,0,38.038295,114.486302,38.036043,114.483442,38.040548,114.489161,3.214,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2341,4,1,38.038295,114.492021,38.036043,114.489162,38.040548,114.494881,2.588,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2342,4,2,38.038295,114.497741,38.036043,114.494881,38.040548,114.500601,1.969,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2343,4,3,38.038295,114.503461,38.036043,114.500601,38.040548,114.50632,1.365,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2344,4,4,38.038295,114.50918,38.036043,114.506321,38.040548,114.51204,0.808,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2345,4,5,38.038295,114.5149,38.036043,114.51204,38.040548,114.51776,0.5,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2346,4,6,38.038295,114.52062,38.036043,114.51776,38.040548,114.523479,0.808,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2347,4,7,38.038295,114.526339,38.036043,114.52348,38.040548,114.529199,1.365,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2348,4,8,38.038295,114.532059,38.036043,114.529199,38.040548,114.534919,1.969,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2349,4,9,38.038295,114.537779,38.036043,114.534919,38.040548,114.540638,2.588,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2350,5,0,38.0428,114.486302,38.040548,114.483442,38.045052,114.489162,3.174,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2351,5,1,38.0428,114.492021,38.040548,114.489162,38.045052,114.494881,2.54,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2352,5,2,38.0428,114.497741,38.040548,114.494881,38.045052,114.500601,1.905,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2353,5,3,38.0428,114.503461,38.040548,114.500601,38.045052,114.506321,1.27,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2354,5,4,38.0428,114.50918,38.040548,114.506321,38.045052,114.51204,0.635,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2355,5,5,38.0428,114.5149,38.040548,114.51204,38.045052,114.51776,0.0,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2356,5,6,38.0428,114.52062,38.040548,114.51776,38.045052,114.523479,0.635,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2357,5,7,38.0428,114.526339,38.040548,114.523479,38.045052,114.529199,1.27,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2358,5,8,38.0428,114.532059,38.040548,114.529199,38.045052,114.534919,1.905,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2359,5,9,38.0428,114.537779,38.040548,114.534919,38.045052,114.540638,2.54,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2360,6,0,38.047305,114.486302,38.045052,114.483442,38.049557,114.489162,3.214,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2361,6,1,38.047305,114.492021,38.045052,114.489161,38.049557,114.494881,2.588,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2362,6,2,38.047305,114.497741,38.045052,114.494881,38.049557,114.500601,1.969,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2363,6,3,38.047305,114.503461,38.045052,114.500601,38.049557,114.506321,1.365,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2364,6,4,38.047305,114.50918,38.045052,114.50632,38.049557,114.51204,0.808,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2365,6,5,38.047305,114.5149,38.045052,114.51204,38.049557,114.51776,0.5,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2366,6,6,38.047305,114.52062,38.045052,114.51776,38.049557,114.52348,0.808,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2367,6,7,38.047305,114.526339,38.045052,114.523479,38.049557,114.529199,1.365,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2368,6,8,38.047305,114.532059,38.045052,114.529199,38.049557,114.534919,1.969,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2369,6,9,38.047305,114.537779,38.045052,114.534919,38.049557,114.540639,2.588,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2370,7,0,38.051809,114.486302,38.049557,114.483442,38.054061,114.489162,3.328,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2371,7,1,38.051809,114.492021,38.049557,114.489161,38.054061,114.494882,2.729,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2372,7,2,38.051809,114.497741,38.049557,114.494881,38.054061,114.500601,2.151,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2373,7,3,38.051809,114.503461,38.049557,114.500601,38.054061,114.506321,1.616,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2374,7,4,38.051809,114.50918,38.049557,114.50632,38.054061,114.512041,1.185,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2375,7,5,38.051809,114.5149,38.049557,114.51204,38.054061,114.51776,1.0,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2376,7,6,38.051809,114.52062,38.049557,114.517759,38.054061,114.52348,1.185,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2377,7,7,38.051809,114.526339,38.049557,114.523479,38.054061,114.529199,1.616,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2378,7,8,38.051809,114.532059,38.049557,114.529199,38.054061,114.534919,2.151,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2379,7,9,38.051809,114.537779,38.049557,114.534918,38.054061,114.540639,2.729,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2380,8,0,38.056314,114.486302,38.054061,114.483441,38.058566,114.489162,3.511,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2381,8,1,38.056314,114.492021,38.054061,114.489161,38.058566,114.494882,2.949,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2382,8,2,38.056314,114.497741,38.054061,114.494881,38.058566,114.500601,2.424,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2383,8,3,38.056314,114.503461,38.054061,114.5006,38.058566,114.506321,1.965,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2384,8,4,38.056314,114.50918,38.054061,114.50632,38.058566,114.512041,1.629,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2385,8,5,38.056314,114.5149,38.054061,114.51204,38.058566,114.51776,1.5,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2386,8,6,38.056314,114.52062,38.054061,114.517759,38.058566,114.52348,1.629,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2387,8,7,38.056314,114.526339,38.054061,114.523479,38.058566,114.5292,1.965,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2388,8,8,38.056314,114.532059,38.054061,114.529199,38.058566,114.534919,2.424,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2389,8,9,38.056314,114.537779,38.054061,114.534918,38.058566,114.540639,2.949,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2390,9,0,38.060818,114.486302,38.058566,114.483441,38.06307,114.489162,3.752,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2391,9,1,38.060818,114.492021,38.058566,114.489161,38.06307,114.494882,3.233,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2392,9,2,38.060818,114.497741,38.058566,114.494881,38.06307,114.500602,2.762,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2393,9,3,38.060818,114.503461,38.058566,114.5006,38.06307,114.506321,2.369,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2394,9,4,38.060818,114.50918,38.058566,114.50632,38.06307,114.512041,2.098,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2395,9,5,38.060818,114.5149,38.058566,114.512039,38.06307,114.517761,2.0,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2396,9,6,38.060818,114.52062,38.058566,114.517759,38.06307,114.52348,2.098,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2397,9,7,38.060818,114.526339,38.058566,114.523479,38.06307,114.5292,2.369,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2398,9,8,38.060818,114.532059,38.058566,114.529198,38.06307,114.534919,2.762,500.0,active96,not_released,Shijiazhuang,,,,
Shijiazhuang,China,2399,9,9,38.060818,114.537779,38.058566,114.534918,38.06307,114.540639,3.233,500.0,active96,not_released,Shijiazhuang,,,,
Suzhou,China,2400,0,0,31.276377,120.558941,31.274125,120.556306,31.27863,120.561577,3.848,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2401,0,1,31.276377,120.564213,31.274125,120.561578,31.27863,120.566848,3.425,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2402,0,2,31.276377,120.569485,31.274125,120.56685,31.27863,120.57212,3.055,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2403,0,3,31.276377,120.574757,31.274125,120.572121,31.27863,120.577392,2.76,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2404,0,4,31.276377,120.580028,31.274125,120.577393,31.27863,120.582664,2.568,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2405,0,5,31.276377,120.5853,31.274125,120.582665,31.27863,120.587935,2.5,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2406,0,6,31.276377,120.590572,31.274125,120.587936,31.27863,120.593207,2.568,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2407,0,7,31.276377,120.595843,31.274125,120.593208,31.27863,120.598479,2.76,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2408,0,8,31.276377,120.601115,31.274125,120.59848,31.27863,120.60375,3.055,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2409,0,9,31.276377,120.606387,31.274125,120.603752,31.27863,120.609022,3.425,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2410,1,0,31.280882,120.558941,31.27863,120.556306,31.283134,120.561577,3.544,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2411,1,1,31.280882,120.564213,31.27863,120.561578,31.283134,120.566849,3.079,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2412,1,2,31.280882,120.569485,31.27863,120.56685,31.283134,120.57212,2.661,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2413,1,3,31.280882,120.574757,31.27863,120.572121,31.283134,120.577392,2.317,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2414,1,4,31.280882,120.580028,31.27863,120.577393,31.283134,120.582664,2.084,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2415,1,5,31.280882,120.5853,31.27863,120.582665,31.283134,120.587935,2.0,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2416,1,6,31.280882,120.590572,31.27863,120.587936,31.283134,120.593207,2.084,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2417,1,7,31.280882,120.595843,31.27863,120.593208,31.283134,120.598479,2.317,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2418,1,8,31.280882,120.601115,31.27863,120.59848,31.283134,120.60375,2.661,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2419,1,9,31.280882,120.606387,31.27863,120.603751,31.283134,120.609022,3.079,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2420,2,0,31.285386,120.558941,31.283134,120.556306,31.287639,120.561577,3.288,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2421,2,1,31.285386,120.564213,31.283134,120.561578,31.287639,120.566849,2.78,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2422,2,2,31.285386,120.569485,31.283134,120.566849,31.287639,120.57212,2.309,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2423,2,3,31.285386,120.574757,31.283134,120.572121,31.287639,120.577392,1.903,500.0,active96,not_released,Suzhou,,,,
Suzhou,China,2424,2,4,31.285386,120.580028,31.283134,120.577393,31.287639,120.582664,1.61,500.0,active96,not_released,Suzhou,,,,
