split_type,source_city,target_city,shot_level,seed,region,backbone,generated_utc
LOCO,Seoul,Busan,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Seoul,Busan,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Seoul,Busan,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Seoul,Busan,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vienna,Seoul,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vienna,Seoul,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vienna,Seoul,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vienna,Seoul,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vienna,Seoul,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vienna,Seoul,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vienna,Seoul,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vienna,Seoul,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Brussels,Vienna,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Brussels,Vienna,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Brussels,Vienna,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Brussels,Vienna,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Brussels,Vienna,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Brussels,Vienna,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Brussels,Vienna,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Brussels,Vienna,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Prague,Brussels,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Prague,Brussels,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Prague,Brussels,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Prague,Brussels,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Prague,Brussels,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Prague,Brussels,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Prague,Brussels,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Prague,Brussels,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Copenhagen,Prague,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Copenhagen,Prague,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Copenhagen,Prague,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Copenhagen,Prague,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Copenhagen,Prague,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Copenhagen,Prague,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Copenhagen,Prague,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Copenhagen,Prague,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Helsinki,Copenhagen,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Helsinki,Copenhagen,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Helsinki,Copenhagen,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Helsinki,Copenhagen,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Helsinki,Copenhagen,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Helsinki,Copenhagen,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Helsinki,Copenhagen,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Helsinki,Copenhagen,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Paris,Helsinki,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Paris,Helsinki,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Paris,Helsinki,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Paris,Helsinki,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Paris,Helsinki,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Paris,Helsinki,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Paris,Helsinki,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Paris,Helsinki,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Berlin,Paris,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Berlin,Paris,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Berlin,Paris,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Berlin,Paris,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Berlin,Paris,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Berlin,Paris,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Berlin,Paris,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Berlin,Paris,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Budapest,Berlin,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Budapest,Berlin,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Budapest,Berlin,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Budapest,Berlin,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Budapest,Berlin,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Budapest,Berlin,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Budapest,Berlin,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Budapest,Berlin,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dublin,Budapest,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dublin,Budapest,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dublin,Budapest,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dublin,Budapest,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dublin,Budapest,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dublin,Budapest,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dublin,Budapest,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dublin,Budapest,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Rome,Dublin,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Rome,Dublin,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Rome,Dublin,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Rome,Dublin,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Rome,Dublin,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Rome,Dublin,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Rome,Dublin,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Rome,Dublin,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Amsterdam,Rome,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Amsterdam,Rome,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Amsterdam,Rome,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Amsterdam,Rome,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Amsterdam,Rome,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Amsterdam,Rome,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Amsterdam,Rome,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Amsterdam,Rome,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lisbon,Amsterdam,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lisbon,Amsterdam,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lisbon,Amsterdam,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lisbon,Amsterdam,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lisbon,Amsterdam,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lisbon,Amsterdam,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lisbon,Amsterdam,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lisbon,Amsterdam,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Barcelona,Lisbon,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Barcelona,Lisbon,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Barcelona,Lisbon,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Barcelona,Lisbon,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Barcelona,Lisbon,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Barcelona,Lisbon,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Barcelona,Lisbon,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Barcelona,Lisbon,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Madrid,Barcelona,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Madrid,Barcelona,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Madrid,Barcelona,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Madrid,Barcelona,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Madrid,Barcelona,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Madrid,Barcelona,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Madrid,Barcelona,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Madrid,Barcelona,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Zurich,Madrid,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Zurich,Madrid,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Zurich,Madrid,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Zurich,Madrid,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Zurich,Madrid,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Zurich,Madrid,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Zurich,Madrid,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Zurich,Madrid,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,London,Zurich,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,London,Zurich,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,London,Zurich,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,London,Zurich,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,London,Zurich,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,London,Zurich,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,London,Zurich,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,London,Zurich,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Baghdad,London,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Baghdad,London,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Baghdad,London,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Baghdad,London,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Baghdad,London,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Baghdad,London,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Baghdad,London,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Baghdad,London,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kuwait City,Baghdad,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kuwait City,Baghdad,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kuwait City,Baghdad,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kuwait City,Baghdad,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kuwait City,Baghdad,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kuwait City,Baghdad,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kuwait City,Baghdad,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kuwait City,Baghdad,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Beirut,Kuwait City,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Beirut,Kuwait City,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Beirut,Kuwait City,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Beirut,Kuwait City,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Beirut,Kuwait City,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Beirut,Kuwait City,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Beirut,Kuwait City,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Beirut,Kuwait City,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Doha,Beirut,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Doha,Beirut,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Doha,Beirut,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Doha,Beirut,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Doha,Beirut,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Doha,Beirut,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Doha,Beirut,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Doha,Beirut,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Jeddah,Doha,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Jeddah,Doha,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Jeddah,Doha,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Jeddah,Doha,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Jeddah,Doha,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Jeddah,Doha,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Jeddah,Doha,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Jeddah,Doha,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Riyadh,Jeddah,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Riyadh,Jeddah,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Riyadh,Jeddah,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Riyadh,Jeddah,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Riyadh,Jeddah,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Riyadh,Jeddah,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Riyadh,Jeddah,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Riyadh,Jeddah,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Istanbul,Riyadh,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Istanbul,Riyadh,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Istanbul,Riyadh,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Istanbul,Riyadh,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Istanbul,Riyadh,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Istanbul,Riyadh,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Istanbul,Riyadh,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Istanbul,Riyadh,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Abu Dhabi,Istanbul,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Abu Dhabi,Istanbul,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Abu Dhabi,Istanbul,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Abu Dhabi,Istanbul,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Abu Dhabi,Istanbul,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Abu Dhabi,Istanbul,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Abu Dhabi,Istanbul,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Abu Dhabi,Istanbul,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dubai,Abu Dhabi,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dubai,Abu Dhabi,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dubai,Abu Dhabi,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dubai,Abu Dhabi,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dubai,Abu Dhabi,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dubai,Abu Dhabi,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dubai,Abu Dhabi,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dubai,Abu Dhabi,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Montreal,Dubai,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Montreal,Dubai,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Montreal,Dubai,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Montreal,Dubai,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Montreal,Dubai,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Montreal,Dubai,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Montreal,Dubai,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Montreal,Dubai,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Toronto,Montreal,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Toronto,Montreal,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Toronto,Montreal,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Toronto,Montreal,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Toronto,Montreal,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Toronto,Montreal,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Toronto,Montreal,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Toronto,Montreal,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vancouver,Toronto,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vancouver,Toronto,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vancouver,Toronto,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vancouver,Toronto,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vancouver,Toronto,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vancouver,Toronto,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vancouver,Toronto,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Vancouver,Toronto,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,MexicoCity,Vancouver,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,MexicoCity,Vancouver,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,MexicoCity,Vancouver,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,MexicoCity,Vancouver,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,MexicoCity,Vancouver,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,MexicoCity,Vancouver,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,MexicoCity,Vancouver,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,MexicoCity,Vancouver,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Atlanta,MexicoCity,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Atlanta,MexicoCity,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Atlanta,MexicoCity,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Atlanta,MexicoCity,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Atlanta,MexicoCity,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Atlanta,MexicoCity,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Atlanta,MexicoCity,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Atlanta,MexicoCity,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Chicago,Atlanta,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Chicago,Atlanta,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Chicago,Atlanta,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Chicago,Atlanta,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Chicago,Atlanta,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Chicago,Atlanta,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Chicago,Atlanta,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Chicago,Atlanta,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dallas,Chicago,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dallas,Chicago,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dallas,Chicago,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dallas,Chicago,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dallas,Chicago,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dallas,Chicago,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dallas,Chicago,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dallas,Chicago,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Detroit,Dallas,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Detroit,Dallas,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Detroit,Dallas,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Detroit,Dallas,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Detroit,Dallas,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Detroit,Dallas,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Detroit,Dallas,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Detroit,Dallas,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Houston,Detroit,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Houston,Detroit,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Houston,Detroit,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Houston,Detroit,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Houston,Detroit,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Houston,Detroit,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Houston,Detroit,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Houston,Detroit,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,LosAngeles,Houston,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,LosAngeles,Houston,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,LosAngeles,Houston,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,LosAngeles,Houston,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,LosAngeles,Houston,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,LosAngeles,Houston,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,LosAngeles,Houston,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,LosAngeles,Houston,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Miami,LosAngeles,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Miami,LosAngeles,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Miami,LosAngeles,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Miami,LosAngeles,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Miami,LosAngeles,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Miami,LosAngeles,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Miami,LosAngeles,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Miami,LosAngeles,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,NewYork,Miami,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,NewYork,Miami,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,NewYork,Miami,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,NewYork,Miami,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,NewYork,Miami,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,NewYork,Miami,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,NewYork,Miami,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,NewYork,Miami,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Phoenix,NewYork,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Phoenix,NewYork,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Phoenix,NewYork,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Phoenix,NewYork,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Phoenix,NewYork,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
